,location,lat,lon,GHIs
1075,USA_NE_Alliance__Muni__AP__725635_TMY3,42.05,-102.8,"[197761, 211381, 217523, 198414, 149944, 978579]"
1076,USA_TN_Knoxville-McGhee__Tyson__AP__723260_TMY3,35.82,-83.98,"[168954, 186954, 189891, 175478, 137988, 866956]"
1077,USA_MN_Crookston__Muni__Field__727452_TMY3,47.85,-96.62,"[147827, 182995, 208272, 176670, 123907, 846962]"
1078,USA_WI_Appleton-Outagamie__County__AP__726457_TMY3,44.25,-88.52,"[169779, 174606, 168897, 149272, 126102, 796365]"
1079,USA_AZ_Prescott-Love__Field__723723_TMY,34.65,-112.42,"[247305, 261204, 221814, 200465, 182441, 1122297]"
1080,USA_NV_Yucca__Flats__723850_TMY,36.95,-116.05,"[241138, 262123, 264405, 232885, 197215, 1206801]"
1081,USA_FL_Southwest__Florida__Intl__AP__722108_TMY3,26.53,-81.75,"[198455, 148054, 180529, 167861, 108639, 810222]"
1082,USA_GA_Fulton__County__AP__722195_TMY3,33.77,-84.52,"[146514, 171024, 160916, 162602, 113067, 760857]"
1083,USA_AZ_Flagstaff__723755_TMY2,35.13,-111.67,"[209494, 227065, 203653, 170567, 168623, 987777]"
1084,USA_CO_Akron-Washington__County__AP__724698_TMY3,40.17,-103.23,"[207812, 192218, 225041, 193456, 134098, 959778]"
1085,USA_WV_Elkins__724170_TMY2,38.88,-79.85,"[160614, 170538, 170194, 155925, 121649, 785555]"
1086,USA_OH_Columbus-Port__Columbus__Intl__AP__724280_TMY3,39.98,-82.88,"[163271, 181061, 180894, 160967, 126822, 817101]"
1087,USA_RI_Block__Island__State__AP__725058_TMY3,41.17,-71.58,"[142757, 121339, 192612, 153266, 121566, 735187]"
1088,USA_MO_Springfield__724400_TMY2,37.23,-93.38,"[179274, 193763, 200326, 182557, 142108, 905362]"
1089,USA_FL_Orlando__Executive__AP__722053_TMY3,28.55,-81.33,"[193488, 170910, 181280, 162934, 149242, 862175]"
1090,USA_OH_Youngstown__Rgnl__AP__725250_TMY3,41.25,-80.67,"[158487, 183552, 178881, 153891, 120487, 799208]"
1091,USA_OH_Columbus-Port__Columbus__Intl__AP__724280_TMY,40.0,-82.88,"[158040, 177400, 181928, 157352, 116838, 794112]"
1092,USA_IN_Fort__Wayne__Intl__AP__725330_TMY,41.0,-85.2,"[157500, 174989, 170862, 157183, 114134, 780225]"
1093,USA_UT_Ogden-Hill__AFB__725755_TMY3,41.12,-111.97,"[217964, 241357, 244728, 208103, 162096, 1083034]"
1094,USA_IA_Dubuque__Rgnl__AP__725470_TMY3,42.4,-90.7,"[148467, 202896, 167600, 172971, 117130, 814795]"
1095,USA_WY_Casper__725690_TMY2,42.92,-106.47,"[186363, 210969, 213539, 201697, 148707, 966552]"
1096,USA_OH_Toledo__Express__AP__725360_TMY,41.6,-83.8,"[161978, 179554, 178352, 155263, 121409, 799566]"
1097,USA_WA_The__Dalles__Muni__AP__726988_TMY3,45.62,-121.15,"[182867, 212098, 233291, 190262, 133518, 958334]"
1098,USA_WA_Quillayute__State__AP__727970_TMY3,47.93,-124.57,"[139435, 152484, 163708, 137194, 104686, 704243]"
1099,USA_UT_Moab-Canyonlands__Field__724776_TMY3,38.58,-109.54,"[221739, 241359, 224032, 204282, 155047, 1055234]"
1100,USA_PA_Philadelphia-NE__Philadelphia__AP__724085_TMY3,40.08,-75.02,"[151565, 173912, 209535, 151350, 116447, 810757]"
1101,USA_NC_Fayetteville-Pope__AFB__723030_TMY3,35.17,-79.02,"[172921, 186684, 173741, 163778, 131927, 832050]"
1102,USA_WA_Seattle-Tacoma__727930_TMY2,47.45,-122.3,"[162020, 181733, 193142, 154650, 115448, 814685]"
1103,USA_NC_Goldsboro-Seymour__Johnson__AFB__723066_TMY3,35.35,-77.97,"[175338, 192082, 181497, 173009, 138600, 864187]"
1104,USA_VA_Richmond__Intl__AP__724010_TMY,37.5,-77.33,"[159947, 175641, 173245, 159548, 132626, 805805]"
1105,USA_TN_Jackson-McKellar__Sipes__Rgnl__AP__723346_TMY3,35.6,-88.92,"[187206, 179651, 198937, 171184, 150144, 894641]"
1106,USA_MN_Litchfield__Muni__AP__726583_TMY3,45.1,-94.5,"[187917, 198328, 197589, 154647, 120502, 866913]"
1107,USA_FL_Miami__Intl__AP__722020_TMY3,25.82,-80.3,"[173458, 166193, 186217, 170098, 146501, 848984]"
1108,USA_NC_Winston__Salem-Smith__Reynolds__AP__723193_TMY3,36.13,-80.22,"[153498, 152796, 165529, 160731, 141966, 781472]"
1109,USA_FL_Naples__Muni__AP__722038_TMY3,26.15,-81.77,"[203091, 181482, 178401, 161765, 147212, 878719]"
1110,USA_TX_Midland-Odessa__722650_TMY2,31.93,-102.2,"[207963, 213176, 225100, 200132, 163248, 1013296]"
1111,USA_AK_Port__Heiden__703330_TMY3,56.95,-158.62,"[136012, 126534, 109222, 82564, 64490, 522395]"
1112,USA_NE_North__Platte__725620_TMY2,41.13,-100.68,"[190542, 207763, 213332, 186939, 143626, 946578]"
1113,USA_MN_Winona__Muni__AWOS__726588_TMY3,44.08,-91.7,"[129549, 172707, 187078, 162978, 111162, 770437]"
1114,USA_NY_Newburgh-Stewart__Intl__AP__725038_TMY3,41.5,-74.1,"[133494, 181375, 196551, 160812, 85799, 765920]"
1115,USA_AL_Huntsville__723230_TMY2,34.65,-86.77,"[173966, 190321, 195811, 180385, 141760, 890432]"
1116,USA_CO_Eagle__724675_TMY2,39.65,-106.92,"[194626, 219463, 211454, 193055, 154441, 981832]"
1117,USA_AK_Huslia__702225_TMY3,65.7,-156.38,"[144369, 143428, 141308, 121864, 61102, 616268]"
1118,USA_WI_Madison-Dane__County__Rgnl__AP__726410_TMY3,43.13,-89.33,"[173198, 194613, 191348, 168484, 120912, 855881]"
1119,USA_AZ_Phoenix-Deer__Valley__AP__722784_TMY3,33.68,-112.08,"[239693, 247095, 223554, 206121, 181661, 1106529]"
1120,USA_NJ_Atlantic__City__Intl__AP__724070_TMY3,39.45,-74.57,"[165936, 179979, 176767, 166891, 132763, 830252]"
1121,USA_CO_Fort__Collins__AWOS__724769_TMY3,40.45,-105.02,"[185927, 208658, 230573, 189677, 161235, 981584]"
1122,USA_CA_Chula__Vista-Brown__Field__Muni__AP__722904_TMY3,32.58,-116.98,"[199838, 210279, 236742, 219712, 166654, 1039379]"
1123,USA_VA_Charlottesville-Albemarle__County__AP__724016_TMY3,38.13,-78.45,"[163012, 162415, 161567, 145586, 115653, 754999]"
1124,USA_PA_Erie__Intl__AP__725260_TMY,42.08,-80.18,"[165294, 174657, 175180, 152233, 118250, 790819]"
1125,USA_NC_Wilmington__723013_TMY2,34.27,-77.9,"[176085, 190757, 180172, 168485, 140182, 863012]"
1126,USA_NE_Scottsbluff-W__B__Heilig__Field__725660_TMY,41.87,-103.6,"[179310, 211562, 222191, 195573, 155646, 972769]"
1127,USA_TN_Bristol__723183_TMY2,36.48,-82.4,"[172490, 177018, 175840, 166588, 134186, 832922]"
1128,USA_AZ_Flagstaff-Pulliam__AP__723755_TMY3,35.13,-111.67,"[223670, 229859, 207233, 199197, 165168, 1032090]"
1129,USA_AK_Barrow-W__Post-W__Rogers__AP__700260_TMY3,71.32,-156.62,"[139515, 135895, 135436, 86019, 37576, 538544]"
1130,USA_KS_Hays__Muni__AWOS__724518_TMY3,38.85,-99.27,"[172126, 211788, 231179, 205634, 160473, 989824]"
1131,USA_LA_New__Orleans__Intl__AP__722310_TMY3,30.0,-90.25,"[173691, 179583, 175862, 170009, 146871, 850342]"
1132,USA_IA_Sioux__City-Sioux__Gateway__AP__725570_TMY,42.4,-96.38,"[178364, 201602, 205737, 182467, 121284, 897430]"
1133,USA_TX_Amarillo__Intl__AP__723630_TMY3,34.99,-101.9,"[195347, 216704, 221840, 194467, 154313, 988257]"
1134,USA_NC_Hickory__Rgnl__AP__723145_TMY3,35.73,-81.38,"[177963, 198288, 171635, 167566, 121973, 845162]"
1135,USA_WA_Bellingham__Intl__AP__727976_TMY3,48.8,-122.53,"[164399, 175554, 190145, 166718, 82053, 784736]"
1136,USA_CA_Porterville__AWOS__723895_TMY3,36.03,-119.07,"[225201, 246139, 239383, 224865, 181342, 1125103]"
1137,USA_KS_Goodland__724650_TMY2,39.37,-101.7,"[181665, 218209, 218485, 195394, 155287, 973702]"
1138,USA_CO_Boulder-Broomfield-Jefferson__County__AP__724699_TMY3,40.13,-105.24,"[188170, 206505, 201172, 177165, 146539, 928421]"
1139,USA_VA_Norfolk__Intl__AP__723080_TMY,36.9,-76.2,"[181549, 190871, 186251, 167307, 141035, 872383]"
1140,USA_LA_New__Orleans-Alvin__Callender__Field__722316_TMY3,29.82,-90.02,"[170742, 162867, 169190, 167571, 146163, 822566]"
1141,USA_TX_Randolph__AFB__722536_TMY3,29.53,-98.28,"[162476, 178414, 187511, 183169, 170704, 887834]"
1142,USA_SD_Mobridge__Muni__AP__726685_TMY3,45.53,-100.43,"[170461, 205020, 190556, 198951, 95751, 864793]"
1143,USA_NV_Tonopah__AP__724855_TMY3,38.07,-117.08,"[206598, 243233, 243666, 219063, 180506, 1101391]"
1144,USA_IA_Mason__City__Muni__AP__725485_TMY,43.15,-93.33,"[180041, 202717, 207958, 175662, 135151, 909820]"
1145,USA_AK_Bettles__701740_TMY2,66.92,-151.52,"[161304, 166006, 153366, 115026, 57744, 659773]"
1146,USA_TX_Dallas-Fort__Worth__Intl__AP__722590_TMY3,32.9,-97.02,"[182025, 209826, 217619, 196357, 158747, 970888]"
1147,USA_NM_Clayton__Muni__AP__723600_TMY3,36.45,-103.15,"[230166, 231073, 241992, 192321, 157208, 1061154]"
1148,USA_ND_Minot__AFB__727675_TMY3,48.42,-101.35,"[171633, 152985, 203221, 169176, 116946, 816012]"
1149,USA_CA_Fullerton__Muni__AP__722976_TMY3,33.87,-117.98,"[199689, 215618, 225528, 208145, 171204, 1022547]"
1150,USA_VA_Arlington-Ronald__Reagan__Washington__Natl__AP__724050_TMY3,38.87,-77.03,"[146487, 183492, 182244, 166994, 128636, 816186]"
1151,USA_CA_Arcata__725945_TMY2,40.98,-124.1,"[172101, 174582, 185520, 156165, 130031, 824789]"
1152,USA_LA_New__Iberia__722314_TMY3,30.03,-91.88,"[154845, 178506, 179506, 190144, 147667, 856867]"
1153,USA_MS_Jackson__722350_TMY2,32.32,-90.08,"[189858, 195411, 189161, 175678, 143680, 899197]"
1154,USA_IA_Knoxville__Muni__AP__725493_TMY3,41.3,-93.12,"[164822, 153065, 207333, 171899, 143299, 845021]"
1155,USA_NM_Gallup-Sen__Clarke__Field__723627_TMY3,35.52,-108.78,"[216444, 239258, 214640, 188503, 164193, 1032010]"
1156,USA_MN_Rochester__Intl__AP__726440_TMY3,43.9,-92.5,"[160208, 184352, 192345, 161926, 123911, 830135]"
1157,USA_TX_Killeen-Fort__Hood__Rgnl__AP__722576_TMY3,31.07,-97.83,"[192084, 199066, 211149, 189154, 172598, 971885]"
1158,USA_PA_Altoona-Blair__County__AP__725126_TMY3,40.3,-78.32,"[157269, 149541, 187884, 144619, 127083, 772760]"
1159,USA_MS_Natchez-Hardy__Anders__Field__722357_TMY3,31.62,-91.3,"[175870, 190420, 195916, 194155, 173262, 932809]"
1160,USA_TX_Fort__Worth-Meacham__AP__722596_TMY3,32.82,-97.37,"[198788, 179464, 226888, 176290, 130037, 919507]"
1161,USA_CO_Aurora-Buckley__Field__ANGB__724695_TMY3,39.72,-104.75,"[173087, 215958, 194800, 193433, 150123, 935013]"
1162,USA_SD_Brookings__AWOS__726515_TMY3,44.3,-96.82,"[157685, 183409, 204993, 156361, 151738, 857367]"
1163,USA_WA_Ephrata__Muni__AP__727826_TMY3,47.3,-119.52,"[179074, 223074, 239054, 203373, 140203, 992021]"
1164,USA_CA_Sandberg__723830_TMY3,34.75,-118.72,"[240885, 250949, 248179, 230877, 176887, 1154756]"
1165,USA_KS_Topeka-Phillip__Billard__Muni__AP__724560_TMY,39.07,-95.62,"[186712, 197528, 211026, 186144, 140389, 928117]"
1166,USA_OR_Burns__726830_TMY2,43.58,-119.05,"[188195, 211467, 225234, 200566, 150527, 983357]"
1167,USA_MO_St__Louis-Lambert__Intl__AP__724340_TMY,38.75,-90.37,"[175795, 201473, 207143, 184209, 132716, 907567]"
1168,USA_ME_Portland__726060_TMY2,43.65,-70.32,"[168110, 180866, 190489, 165206, 127921, 838333]"
1169,USA_WY_Laramie-General__Brees__Field__725645_TMY3,41.32,-105.68,"[191271, 219430, 206763, 180734, 122261, 928959]"
1170,USA_WI_Rice__Lake__Muni__AP__726467_TMY3,45.48,-91.72,"[157527, 169201, 178105, 156676, 99864, 769366]"
1171,USA_MN_Two__Harbors__Muni__AP__727444_TMY3,47.05,-91.75,"[185431, 160813, 185780, 171961, 102327, 813734]"
1172,USA_PA_DuBois-Jefferson__County__AP__725125_TMY3,41.18,-78.9,"[153952, 186109, 199035, 149922, 118782, 813368]"
1173,USA_NJ_Belmar-Monmouth__County__AP__724084_TMY3,40.18,-74.07,"[164638, 190363, 193115, 176323, 130749, 860933]"
1174,USA_OR_Sexton__Summit__725975_TMY3,42.6,-123.37,"[218328, 231531, 239584, 217206, 170175, 1085236]"
1175,USA_IL_Springfield-Capital__AP__724390_TMY,39.85,-89.67,"[165407, 197189, 196524, 181948, 131259, 879797]"
1176,USA_MI_Houghton__727440_TMY2,47.17,-88.5,"[164696, 182759, 181858, 155551, 110729, 798704]"
1177,USA_AK_Hydaburg__Seaplane__Base__703884_TMY3,55.2,-132.83,"[150697, 119109, 110689, 124702, 94585, 604445]"
1178,USA_CO_Pueblo__Mem__AP__724640_TMY,38.28,-104.52,"[210578, 236745, 226074, 202190, 164822, 1047331]"
1179,USA_NY_Binghamton-Edwin__A__Link__Field__725150_TMY3,42.2,-75.98,"[162934, 167810, 176830, 159405, 118792, 792768]"
1180,USA_AK_Wrangell__703870_TMY3,56.48,-132.37,"[184961, 142367, 104082, 113558, 69480, 617872]"
1181,USA_GA_Atlanta-Hartsfield-Jackson__Intl__AP__722190_TMY,33.65,-84.42,"[189801, 178843, 184150, 174283, 127446, 858172]"
1182,USA_NE_Grand__Island__725520_TMY2,40.97,-98.32,"[184459, 206392, 210096, 187086, 143369, 935115]"
1183,USA_PA_Pittsburgh__Intl__AP__725200_TMY,40.5,-80.22,"[155823, 165864, 172838, 150664, 116323, 764451]"
1184,USA_ME_Caribou__Muni__AP__727120_TMY,46.87,-68.02,"[150842, 171022, 170614, 143537, 97345, 740650]"
1185,USA_AK_Cold__Bay__AP__703160_TMY3,55.2,-162.72,"[104429, 106894, 113925, 90771, 66733, 485302]"
1186,USA_VA_Norfolk__723080_TMY2,36.9,-76.2,"[168696, 189688, 181242, 171449, 132003, 850653]"
1187,USA_ND_Williston-Sloulin__Field__Intl__AP__727670_TMY3,48.2,-103.65,"[184197, 186993, 215751, 176096, 130087, 900804]"
1188,USA_AL_Mobile-Rgnl__AP__722230_TMY,30.68,-88.25,"[176435, 169735, 169256, 155124, 139544, 814818]"
1189,USA_NC_Manteo-Dare__County__Rgnl__AP__723046_TMY3,35.92,-75.7,"[188430, 203998, 179595, 178291, 147842, 901885]"
1190,USA_WY_Jackson__Hole__AP__725776_TMY3,43.6,-110.73,"[187859, 223083, 222016, 192374, 137772, 971714]"
1191,USA_MI_Traverse__City-Cherry__Capital__AP__726387_TMY,44.73,-85.58,"[163933, 180474, 189610, 154840, 110386, 803292]"
1192,USA_VA_Fredericksburg-Shannon__AP__724033_TMY3,38.27,-77.45,"[188751, 170938, 175654, 182314, 126314, 851645]"
1193,USA_OR_Salem-McNary__Field__726940_TMY3,44.9,-123.0,"[160640, 187783, 210394, 172629, 136822, 876432]"
1194,USA_TX_Lufkin__722446_TMY2,31.23,-94.75,"[184596, 192023, 195505, 185640, 152327, 913618]"
1195,USA_MO_Springfield__Rgnl__AP__724400_TMY,37.23,-93.38,"[177318, 194942, 205830, 191151, 140261, 914906]"
1196,USA_UT_Hanksville__AP__724735_TMY3,38.37,-110.72,"[213595, 231273, 234876, 204761, 161926, 1054617]"
1197,USA_LA_Barksdale__AFB__722485_TMY3,32.5,-93.67,"[147339, 187354, 199876, 182788, 152066, 876406]"
1198,USA_WI_Wittman__Rgnl__AP__726456_TMY3,43.98,-88.55,"[169961, 133409, 201687, 189629, 114538, 816603]"
1199,USA_TX_San__Angelo-Mathis__AP__722630_TMY,31.37,-100.5,"[194382, 205724, 212172, 191483, 159116, 970557]"
1200,USA_ID_Lewiston-Nez__Perce__County__AP__727830_TMY3,46.37,-117.02,"[164883, 206266, 224556, 187438, 138660, 929925]"
1201,USA_OR_Baker__Muni__AP__726886_TMY3,44.83,-117.82,"[199856, 214608, 225895, 195748, 130477, 972987]"
1202,USA_AZ_Casa__Grande__AWOS__722748_TMY3,32.95,-111.77,"[238955, 244705, 228946, 208112, 179020, 1108090]"
1203,USA_DE_Wilmington-New__Castle__County__AP__724089_TMY3,39.67,-75.6,"[168568, 188353, 187070, 163565, 130196, 842990]"
1204,USA_CA_Arcata__AP__725945_TMY,40.98,-124.1,"[174998, 178082, 175804, 152580, 127166, 816884]"
1205,USA_TX_Abilene__Rgnl__AP__722660_TMY,32.42,-99.68,"[196322, 209614, 204552, 191079, 146803, 953626]"
1206,USA_OR_Medford-Rogue__Valley__Intl__AP__725970_TMY3,42.19,-122.7,"[192336, 228297, 225446, 204482, 150000, 1008667]"
1207,USA_NY_Syracuse__725190_TMY2,43.12,-76.12,"[170781, 180001, 190225, 161559, 123615, 834187]"
1208,USA_OH_Youngstown__Rgnl__AP__725250_TMY,41.27,-80.67,"[154557, 162230, 172063, 149271, 117772, 763065]"
1209,USA_NH_Concord__Muni__AP__726050_TMY3,43.2,-71.5,"[156202, 177902, 186428, 162970, 123030, 814304]"
1210,USA_ID_Burley__Muni__AP__725867_TMY3,42.53,-113.77,"[204172, 239695, 230487, 208131, 158655, 1049771]"
1211,USA_OR_Redmond-Roberts__Field__726835_TMY,44.25,-121.15,"[198004, 221682, 233293, 201065, 148480, 1004631]"
1212,USA_OH_Akron__Canton__Rgnl__AP__725210_TMY,40.92,-81.43,"[164801, 177612, 183033, 151820, 111527, 791257]"
1213,USA_ND_Fargo-Hector__Intl__AP__727530_TMY3,46.93,-96.82,"[175117, 189401, 195513, 168990, 121377, 857339]"
1214,USA_AK_King__Salmon__AP__703260_TMY3,58.68,-156.65,"[120263, 138761, 127064, 103063, 64466, 559788]"
1215,USA_WY_Rock__Springs__725744_TMY2,41.6,-109.07,"[196665, 216802, 224475, 202060, 158039, 1004601]"
1216,USA_KS_Goodland-Renner__Field__724650_TMY,39.37,-101.7,"[195379, 221583, 229434, 207746, 155205, 1017924]"
1217,USA_AK_Dillingham__AWOS__703210_TMY3,59.05,-158.52,"[172631, 120613, 123547, 89765, 65299, 575368]"
1218,USA_FL_Crestview-Bob__Sikes__AP__722215_TMY3,30.78,-86.52,"[192352, 166986, 192713, 165628, 105012, 830341]"
1219,USA_LA_Patterson__Mem__AP__722329_TMY3,29.72,-91.33,"[181230, 177379, 183987, 164545, 162067, 876719]"
1220,USA_CA_Barstow__Daggett__AP__723815_TMY3,34.85,-116.8,"[232767, 252248, 252217, 227844, 186004, 1159620]"
1221,USA_IA_Washington__Muni__AP__725454_TMY3,41.28,-91.67,"[133931, 174247, 199984, 142670, 125970, 783694]"
1222,USA_AZ_Yuma__MCAS__699604_TMY3,32.65,-114.62,"[208562, 210297, 219439, 196322, 183104, 1026057]"
1223,USA_TX_Dallas-Addison__AP__722598_TMY3,32.97,-96.83,"[128645, 189349, 212169, 190935, 161788, 888794]"
1224,USA_KY_Lexington-Bluegrass__AP__724220_TMY3,38.03,-84.6,"[170476, 182885, 181852, 172303, 132891, 844281]"
1225,USA_FL_Tampa__Intl__AP__722110_TMY,27.97,-82.53,"[188927, 175876, 177166, 162666, 143995, 855794]"
1226,USA_AZ_Grand__Canyon__National__Park__AP__723783_TMY3,35.95,-112.15,"[238706, 240700, 216213, 186037, 152993, 1043697]"
1227,USA_AK_Shemya__AFB__704140_TMY3,52.72,174.12,"[86246, 69719, 70089, 53195, 57888, 339196]"
1228,USA_MN_New__Ulm__Muni__AWOS__726567_TMY3,44.32,-94.5,"[146678, 187282, 209597, 164677, 124835, 834105]"
1229,USA_NY_Binghamton__725150_TMY2,42.22,-75.98,"[157304, 171150, 175515, 157413, 114513, 782294]"
1230,USA_TX_Houston-Ellington__AFB__722436_TMY3,29.57,-95.09,"[140113, 165746, 191548, 165592, 148782, 816166]"
1231,USA_FL_Valparaiso-Elgin__AFB__722210_TMY3,30.48,-86.52,"[193122, 175006, 192288, 172214, 157027, 895774]"
1232,USA_VA_Roanoke__Rgnl__AP-Woodrum__Field__724110_TMY,37.32,-79.97,"[166212, 184724, 176608, 155283, 131217, 818782]"
1233,USA_IN_Delaware__County-Johnson__Field__725336_TMY3,40.23,-85.4,"[142306, 152077, 171875, 168849, 132191, 773574]"
1234,USA_TN_Crossville__Mem__AP__723265_TMY3,35.95,-85.08,"[145374, 178089, 158453, 157037, 125458, 767776]"
1235,USA_MI_Benton__Harbor-Ross__Field-Twin__Cities__AP__726355_TMY3,42.13,-86.43,"[165865, 198392, 194357, 159930, 113241, 839036]"
1236,USA_CO_Grand__Junction__724760_TMY2,39.12,-108.53,"[209048, 232288, 226279, 205990, 164810, 1047643]"
1237,USA_ND_Jamestown__Muni__AP__727535_TMY3,46.92,-98.68,"[151383, 172917, 165583, 195231, 112731, 800306]"
1238,USA_MT_Miles__City__742300_TMY2,46.43,-105.87,"[181746, 200874, 216526, 190881, 133979, 931315]"
1239,USA_SD_Huron__Rgnl__AP__726540_TMY,44.38,-98.22,"[177594, 201216, 217988, 182240, 132044, 913732]"
1240,USA_IN_Fort__Wayne__Intl__AP__725330_TMY3,41.0,-85.2,"[162304, 188950, 188878, 161285, 135078, 844126]"
1241,USA_KS_Hutchinson__Muni__AP__724506_TMY3,38.07,-97.87,"[181052, 201886, 204793, 196267, 124599, 916653]"
1242,USA_IN_South__Bend-Michiana__Rgnl__AP__725350_TMY3,41.7,-86.33,"[171695, 190983, 189232, 160702, 128372, 845510]"
1243,USA_MD_Baltimore-Washington__Intl__AP__724060_TMY,39.18,-76.67,"[165099, 183542, 179357, 155065, 127943, 814844]"
1244,USA_MN_St__Cloud__Muni__AP__726550_TMY3,45.55,-94.05,"[171674, 185889, 194781, 166196, 117111, 842038]"
1245,USA_TX_Abilene__722660_TMY2,32.43,-99.68,"[196394, 208705, 215553, 193700, 152874, 973930]"
1246,USA_AK_Kodiak__AP__703500_TMY,57.75,-152.5,"[130481, 159623, 139481, 118026, 72296, 621847]"
1247,USA_AK_Nome__Muni__AP__702000_TMY,64.5,-165.43,"[155666, 156572, 142877, 106185, 64134, 633104]"
1248,USA_NJ_Cape__May__County__AP__745966_TMY3,39.0,-74.92,"[178827, 185086, 196293, 195529, 157730, 916318]"
1249,USA_NV_Mercury-Desert__Rock__AP__723870_TMY3,36.63,-116.02,"[228589, 250925, 246742, 231252, 182107, 1148349]"
1250,USA_CA_Alturas__725958_TMY3,41.5,-120.53,"[208966, 239813, 241760, 225014, 150695, 1073810]"
1251,USA_CA_Santa__Ana-John__Wayne__AP__722977_TMY3,33.68,-117.87,"[179714, 214706, 225946, 202533, 165547, 994651]"
1252,USA_OH_Cincinnati__Muni__AP-Lunken__Field__724297_TMY3,39.1,-84.42,"[150468, 175765, 180383, 148821, 124067, 783282]"
1253,USA_IA_Burlington__Muni__AP__725455_TMY,40.78,-91.13,"[179532, 201055, 211366, 184768, 137168, 920989]"
1254,USA_CA_Imperial__County__AP__747185_TMY3,32.83,-115.58,"[235679, 244991, 235209, 220938, 183020, 1127586]"
1255,USA_WA_Olympia__AP__727920_TMY3,46.97,-122.9,"[144956, 166596, 186068, 158057, 109921, 773088]"
1256,USA_HI_Honolulu__911820_TMY2,21.33,-157.92,"[193828, 197915, 204595, 200769, 183012, 986046]"
1257,USA_IA_Carroll__Muni__AP__725468_TMY3,42.05,-94.78,"[153453, 169054, 177942, 185679, 133141, 825016]"
1258,USA_MI_Grand__Rapids-Kent__County__Intl__AP__726350_TMY,42.88,-85.52,"[163854, 186021, 192551, 164309, 117202, 830312]"
1259,USA_TX_Beaumont-Port__Arthur__722410_TMY2,29.95,-94.02,"[174833, 197940, 184214, 178691, 150074, 893001]"
1260,USA_IL_Springfield-Capital__AP__724390_TMY3,39.85,-89.68,"[175650, 196429, 194805, 175111, 141804, 887787]"
1261,USA_CO_Alamosa__724620_TMY2,37.45,-105.87,"[214186, 230837, 218812, 203891, 167120, 1041486]"
1262,USA_IL_Moline-Quad__City__Intl__AP__725440_TMY3,41.47,-90.52,"[176944, 191069, 192668, 165613, 135842, 868662]"
1263,USA_WI_Madison-Dane__County__Rgnl__AP__726410_TMY,43.13,-89.33,"[158587, 177320, 187281, 171091, 126353, 828430]"
1264,USA_CO_Greeley-Weld__County__AWOS__724768_TMY3,40.43,-104.63,"[185665, 195528, 226598, 195081, 157045, 967207]"
1265,USA_PA_Erie__725260_TMY2,42.08,-80.18,"[174248, 185370, 192787, 166523, 126775, 852602]"
1266,USA_ME_Portland__Intl__Jetport__726060_TMY,43.65,-70.32,"[151750, 161838, 173858, 145454, 112238, 747311]"
1267,USA_AK_Yakutat__703610_TMY2,59.52,-139.67,"[127817, 131639, 124421, 108483, 65559, 561144]"
1268,USA_UT_Cedar__City__Muni__AP__724755_TMY3,37.7,-113.1,"[217076, 242903, 229031, 211302, 166965, 1075029]"
1269,USA_AR_Batesville__AWOS__723448_TMY3,35.73,-91.65,"[197081, 219057, 174959, 172439, 146543, 916079]"
1270,USA_GA_Athens-Ben__Epps__AP__723110_TMY3,33.95,-83.33,"[182643, 190846, 192242, 174343, 135510, 881164]"
1271,USA_SD_Watertown__Muni__AP__726546_TMY3,44.93,-97.15,"[158468, 169467, 185318, 175151, 142438, 833850]"
1272,USA_TX_Draughon-Miller__Central__Texas__AP__722577_TMY3,31.15,-97.4,"[155516, 196137, 208889, 201953, 171881, 940153]"
1273,USA_TX_El__Paso__Intl__AP__722700_TMY,31.8,-106.4,"[248532, 254511, 240935, 221688, 183283, 1157722]"
1274,USA_LA_Baton__Rouge-Ryan__AP__722317_TMY,30.53,-91.15,"[183993, 166935, 170851, 165970, 137306, 828787]"
1275,USA_WA_Spokane__Intl__AP__727850_TMY3,47.49,-117.59,"[170838, 192458, 215159, 189116, 132861, 904498]"
1276,USA_WI_La__Crosse__726430_TMY2,43.87,-91.25,"[173363, 184580, 197122, 162246, 116944, 841849]"
1277,USA_CA_El__Toro__MCAS__690140_TMY,33.66,-117.73,"[198682, 210552, 231630, 209605, 162739, 1021176]"
1278,USA_PA_Johnstown-Cambria__County__AP__725127_TMY3,40.32,-78.83,"[139282, 145324, 186394, 145577, 99331, 723069]"
1279,USA_KY_Louisville__724230_TMY2,38.18,-85.73,"[177741, 192969, 189575, 171309, 136011, 872262]"
1280,USA_OR_Salem__726940_TMY2,44.92,-123.02,"[164576, 185875, 208987, 182741, 136822, 886755]"
1281,USA_GA_Atlanta-Hartsfield-Jackson__Intl__AP__722190_TMY3,33.63,-84.43,"[190120, 201940, 195501, 180266, 130818, 904445]"
1282,USA_AL_Dothan__Muni__AP__722268_TMY3,31.23,-85.43,"[201527, 173260, 189567, 148671, 114292, 835207]"
1283,USA_HI_Hilo__912850_TMY2,19.72,-155.07,"[153557, 170356, 163131, 165904, 152051, 811034]"
1284,USA_TX_Killeen__Muni__AWOS__722575_TMY3,31.08,-97.68,"[161934, 219098, 233444, 198462, 171421, 991886]"
1285,USA_WA_Fort__Lewis-Gray__AAF__742070_TMY3,47.08,-122.58,"[136554, 148158, 173961, 150244, 106661, 722259]"
